Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20080821TNCEK,https://www.actionnews5.com/story/8877429/student-killed-in-shooting-at-knoxville-school/ https://tn.chalkbeat.org/2021/4/13/22382033/tennessees-fatal-shooting-is-first-inside-of-school-since-massive-security-investments-in-campuses https://www.columbine-angels.com/School_Violence_2008-2009.htm,null,Local,4,21/08/2008,Fall,Central High School,Knoxville,TN,High,Cafeteria,Inside School Building,Yes,School Start,08:11:00,Student shot inside cafeteria prior to classes,15-year-old male student walked into the cafeteria where students had gathered prior to classes and shot another 15-year-old male student in the chest. Shooter then walked away from school after shooting. The victim had alopecia and had been a target of bullying since he was a child. Police said the shooting was specifically targeted at the victim. School was locked down and then dismissed. ,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,No,Yes,1,No
20080214CAEOO,https://abcnews.go.com/US/eighth-grade-shooting-larry-king-brandon-mcinerney-boys/story?id=14666577,null,National,4,12/02/2008,Winter,E O Green Junior High School,Oxnard,CA,Junior High,Classroom,Inside School Building,Yes,Morning Classes,08:15:00,"Bullying, target made fun of victim for being gay",Victim was gay. Victim asked suspect out on date in from of students which made suspect's friends laugh. Suspect was embarrassed and retaliated by shooting victim in class following day.,Bullying,Victims Targeted,No,No,No,No,Yes,No,No,No,2,null
20080211TNMIM,https://www.nytimes.com/2008/02/12/us/12memphis.html,,,2,11/02/2008,Winter,Mitchell High School,Memphis,TN,High,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,"Prior argument with victim, handed gun to teacher after shooting",Suspect shot victim three times then handed gun to teacher and waited for police,Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,3,
20071024TNMAM,https://www.newspapers.com/image/282229204/?terms=markees%2Bsmith,,,2,24/10/2007,Fall,Manassas High School,Memphis,TN,High,Hallway,Inside School Building,Yes,Morning Classes,08:45:00,Accidental discharge while showing off gun,"15 year old shooter brought gun to school to sell it - when showing it off, the gun accidentally went off striking a fellow student in the arm. Shooter arrested for aggravated assault",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20070504TXTIE,https://www.highbeam.com/doc/1G1-163016802.html,,,2,04/05/2007,Spring,Tidehaven High School,El Maton,TX,High,Bathroom,Inside School Building,Yes,Morning Classes,08:33:00,Female student shot herself in the bathroom,15YOF student shot herself in the school bathroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20070124TNHAS,http://www.wmcactionnews5.com/story/5984007/17-year-old-in-critical-condition-at-the-med-after-school-shooting,,,2,24/01/2007,Winter,Harbin County High School,Savannah,TN,High,Bathroom,Inside School Building,Yes,Morning Classes,08:00:00,Student shot self in bathroom,17YOM shot self in bathroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20070118PAWIP,http://www.philly.com/philly/news/20070119_dn_M_SAYR.html,,,2,18/01/2007,Winter,William L.Sayre High School,Philadelphia,PA,High,Beside Building,Outside on School Property,Yes,School Start,08:25:00,Student shot during confrontation with 3 other students,17YOM student shot by group of three other teens outside of the school during a confrontation. Victim also had a handgun.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,11,
20061212PASPS,http://www.foxnews.com/story/2006/12/12/teen-commits-suicide-in-hallway-pennsylvania-school.html,,,2,12/12/2006,Winter,Springfield Township High School,Springfield Township,PA,High,Hallway,Inside School Building,Yes,Morning Classes,09:00:00,"Poor grades, shot self when confronted by police",Shooter brought hunting rifle to school. Fired two shots into the ceiling and then a fatal shot killing himself in the hallway between classes.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,3,
20060929WIWEC,http://lacrossetribune.com/news/boy-guns-down-weston-high-school-principal/article_3e54519d-96c5-5f56-a5a7-2f8f3a737dbf.html https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf https://madison.com/wsj/news/local/crime-and-courts/i-m-here-to-kill-somebody-student-said-before-killing/article_f099af02-d5b6-53e0-9fab-f85bcf9f176b.html,,,5,29/09/2006,Fall,Weston High School,Cazenovia,WI,High,Entryway,Inside School Building,Yes,Morning Classes,08:10:00,"Planned attack, disarmed by janitor then fired pistol at principal before being subdued","Shooter entered school with shotgun and was immediately confronted by principal and janitor who wrestled away the shotgun. While the janitor went to call 911, the shooter was able to pull out a handgun and fire multiple shots at the principal before being subdued by other teachers. Reportedly abused by father and bullied by 25-30 students. History of mental illness and medications. Weapons: long-barrel shotgun, .22-caliber handgun",Indiscriminate Shooting,Random Shooting,No,No,No,No,Yes,No,No,Yes,3,Yes
20060314NVPIR,http://abcnews.go.com/GMA/story?id=1732518&page=1  https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,,,5,14/03/2006,Spring,Pine Middle School,Reno,NV,Middle,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,"Planned attack, researched Columbine for weeks",Shooter fired 3 rounds from a .38 at a targeted victim who had bullied him. One other student was struck. The shooter only had 3 rounds of ammo. A teacher subdued him. The shooter had studied Columbine and wrote detailed journal entries about it. He was tired of being called stupid by his brothers and classmates. His father had given him a collection of ammunition that included 3 .38 rounds.,Bullying,Both,No,No,No,No,Yes,No,No,Yes,3,Yes
20060310NYISN,http://www.downtownexpress.com/de_149/bbgunshotingatis89.html,,,2,10/03/2006,Spring,I S 89 Middle School,New York,NY,Middle,Hallway,Inside School Building,Yes,School Start,08:20:00,Two students with BB guns ambushed another student in stairwell,Two students with bb guns (12 and 14YOMs) ambushed another student in the school stairwell and fired at him multiple times causing minor injuries. Another student was also struck. Both were charged with felony assault.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,,
20060203CALOC,https://www.newspapers.com/image/192748872/?terms=Longfellow%2BElementary%2BSchool%2Belbow%2Bbus,,,2,03/02/2006,Winter,Longfellow Elementary School (bus),Compton,CA,Elementary,School Bus,School Bus,Yes,Before School,08:20:00,"Showing off gun on bus, fired striking other student in arm",9 year old special ed student pulled a gun from his backpack while in the morning bus ride and shot a 10 year old. Shooting classified as accidental,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20060130MTCMG,https://mtstandard.com/news/state-and-regional/student-dies-in-suicide-at-c-m-russell/article_6b906cf5-ad30-5bc9-87cd-1929be726a82.html,,,2,30/01/2006,Winter,C M Russell High School,Great Falls,MT,High,Bathroom,Inside School Building,Yes,School Start,08:00:00,Shot self in bathroom,16YOM student shot himself in the school bathroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,
20051011MIFAF,https://dailyjournalonline.com/news/local/farmington-youth-is-headed-for-prison/article_c56ed328-1d5d-5ef6-82a8-d88ae950e9e3.html,,,2,11/10/2005,Fall,Farmington High School,Farmington,MI,High,Bathroom,Inside School Building,Yes,School Start,08:00:00,Fired shot into ceiling then surrendered to school administrator,"17YOM dressed all in black with mask and took disassembled shotgun in bag into bathroom. When shooter put the gun together, other students told him that they didn't believe it was a real gun. Shooter fired into the ceiling and students fled. School principal heard the shot, ran to the bathroom, and ordered shooter to surrender. The shooter put down the gun and the principal subdued him. Principal said the shooter has multiple mental health issues and believed the incident was an attempted suicide or cry for help but other students were not in danger.",Psychosis,Neither,No,No,No,No,,,No,No,1,Yes
20050314OHLEC,https://www.bgfalconmedia.com/fourth-grader-injured-after-toting-gun-to-school/article_b41044bf-61db-5b3a-a623-89b6ca62a191.html,,,2,14/03/2005,Spring,Leawood Elementary School,Columbus,OH,Elementary,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,Student showing off gun in classroom shot himself in hand,7YOM was showing off gun in classroom and shot himself in the hand putting it into his backpack.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20040803ALHUB,http://www.gadsdentimes.com/article/DA/20040804/News/603205688/GT/,,,2,03/08/2004,Summer,Huffman High School,Birmingham,AL,High,Parking Lot,Outside on School Property,Yes,Morning Classes,08:45:00,Band member shot fellow band member during break,16YOM was shot in the shoulder by a fellow band member. The shooting took place on one of the school's parking lots around 8:45 a.m. Police took the unnamed shooter in to custody shortly after the shooting and charged him with attempted murder.,Unknown,Victims Targeted,No,No,No,No,No,No,No,No,1,
20040504TXKAH,https://www.chron.com/news/houston-texas/article/Gunfire-but-no-injuries-at-Kashmere-High-School-1651100.php,,,2,04/05/2004,Spring,Kashmere High School,Houston,TX,High,Beside Building,Outside on School Property,Yes,Morning Classes,08:00:00,"Multiple shots fired outside of school, no injuries",Unknown teen fired multiple shots outside of the school and then fled. No students were injured but school was locked down for 3.5 hours.,Unknown,,No,No,No,No,,,,No,,
20040211PATMP,http://www.foxnews.com/story/2006/03/16/two-guilty-in-slaying-philadelphia-boy.html,,,2,11/02/2004,Winter,T M Peirce Elementary School,Philadelphia,PA,Elementary,Playground,Outside on School Property,Yes,School Start,08:30:00,"Shootout between drug deals, student and teacher hit in cross fire","Two drug dealers in a feud over territory fired 90 shots at each other striking a student and teacher on the playground of the elementary school. Both were later arrested. Weapons: carbine rifle, assault weapon",Illegal Activity,Both,No,No,No,No,No,No,Yes,No,90,
20031001CARIS,http://articles.latimes.com/2003/oct/02/local/me-shooting2,,,2,01/10/2003,Fall,Rio Cazadero High School,Sacramento,CA,High,Classroom; Beside Building,Both Inside/Outside,Yes,Morning Classes,09:00:00,"Suicide by cop, depressed over breakup","18YOM brought duffel bag with shotgun, fake pistol, and baseball bat into classroom. Told the students and teacher to leave. Principal entered classroom and tried to talk him down. When police arrived, shooter walked outside to confront them. Principal tried to wrestle away shotgun when he pointed it at officers. Shooter was shot by police and principal was hit in leg by round (unclear if it was shooter or from police officer).",Suicide/Attempted,Victims Targeted,No,No,No,No,No,Yes,No,No,1,
20030925NCBUL,https://www.semissourian.com/story/120674.html https://www.wsoctv.com/news/local/former-student-recalls-school-resource-officer-saving-lives-at-local-middle-school/705956061/,,,4,25/09/2003,Fall,Burns Middle School,Lawndale,NC,Middle,Hallway,Inside School Building,Yes,School Start,08:00:00,"Pulled gun in hallway, fired into classrooms, tackled by SRO","13YOM called out girls name in hallway, pulled pistol, fired two shots in the air, and fire shots into random classrooms. School was locked down and the shooter tackled by a sheriff's deputy working in the school. The shooter fought the deputy for the gun but he was able to detain him. The shooter had been identified as a possible threat by school officials.",Indiscriminate Shooting,Victims Targeted,No,No,No,No,No,,No,,,Yes
20030604PAROW,http://www.tiogapublishing.com/news/shooting-reported-at-r-l-butler-middle-school/article_46fbda3f-8acf-5505-bbbb-4d2cd4584326.html http://www.tiogapublishing.com/news/police-conclude-investigation-into-suicide-at-middle-school/article_d4b606b9-3e5a-5ec3-9177-b1e3dde204ba.html,,,2,04/06/2003,Summer,Rock L. Butler Middle School,Wellsboro,PA,Middle,Bathroom,Inside School Building,Yes,School Start,08:17:00,"Brought duffel bag with 7 weapons, shot self in bathroom","13YOM brought duffel bag with 7 guns (3 rifles, 2 shotguns, 2 handguns), dressed in camo, and hundreds of rounds of ammo to school. Went to school bathroom. Reported he was going to supply three other students with weapons but they backed out at the last second and said they were going to call the police. Police were alerted for a report of a student with weapons in the bathroom. 10 minutes later, the shooter commit suicide when police approached the bathroom.",Indiscriminate Shooting,,Yes,No,No,No,No,No,No,Yes,1,Yes
20030321MSNOM,https://www.franklincountytimes.com/2003/03/26/northeast-high-school-begins-healing-process/,,,2,21/03/2003,Spring,Northeast High School,Meridian,MS,High,Bathroom,Inside School Building,Yes,Morning Classes,08:00:00,Student shot self in bathroom,15YOM student shot himself in the bathroom of the school. His body was found by another student. Shooter had been depressed since his aunt had recently shot and killed his uncle. ,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,
20030205CORAW,https://trib.com/news/state-and-regional/shots-fired-outside-colorado-high-school/article_6fc1cc83-9e5a-5600-ba1a-d3044ce97ab7.html,,,2,05/02/2003,Winter,Ranum High School,Westminster,CO,High,Outside on School Property,Outside on School Property,Yes,Morning Classes,08:40:00,"Shots fired during fight, missed target, shooter fled",14YOM fired 4 shots during fight with another 14YOm student. All shots missed and the shooter fled but was chased by a police officer and arrested a few blocks from the school.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,4,
20021115TXSCS,https://www.myplainview.com/news/article/Scurry-Rosser-faculty-students-subdue-gunman-8787426.php,,,2,15/11/2002,Fall,Scurry-Rosser High School,Scurry,TX,High,Hallway,Inside School Building,Yes,Morning Classes,08:30:00,"Former student with shotgun forced students into cafeteria, splashed gasoline, wanted to light school on fire","18YOM former student who was expelled for stealing a car, walked into the school with a shotgun looking for the principal. When the shooter was told the principal no longer worked there, he splashed gasoline in the halls and forced students into the cafeteria where he splashed gasoline around them. When he attempted to light the gas on fire, he was tackled by school officials and students. Subdued until police arrived. Following his arrest, the shooter claimed to have left bombs at two other school but no explosive devices were found.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,Yes,No,No,No,No,No,,0,Yes
20021029NJLIJ,http://www.cnn.com/2002/US/Northeast/10/29/school.shooting/,,,2,29/10/2002,Fall,Lincoln High School,Jersey City,NJ,High,Hallway,Inside School Building,Yes,Morning Classes,08:30:00,Shots fired during fight in school hallway,One shot was fired during a physical altercation between two students in the hallway of the school prior to classes starting. Shooter fled the scene. School had metal detectors and armed guards. Two fatal shootings near the school during the same time period related to gang activity.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,
20021007MDBEB,https://www.theguardian.com/world/2002/oct/08/usgunviolence.usa,,,2,07/10/2002,Fall,Benjamin Tasker Middle School,Bowie,MD,Middle,Front of School,Outside on School Property,Yes,School Start,08:09:00,Serial Sniper Victim,Student shot outside of school by serial sniper who killed 17 random victims,Indiscriminate Shooting,Random Shooting,Yes,No,No,No,No,No,No,No,1,
20021004TXPAS,http://ssristories.drugawareness.org/archive/showa5f5.html?item=224,,,2,04/10/2002,Fall,Page Middle School,San Antonio,TX,High,Parking Lot,Outside on School Property,Yes,School Start,08:15:00,Shot herself in the school parking lot in front of other students,13YOF student shot herself in the school parking lot in front of other students. She was being treated for depression and had be admitted to psychiatric hospital. Previous suicide attempts.,Suicide/Attempted,Victims Targeted,No,No,No,No,Yes,No,No,No,1,
20010330INLEG,http://edition.cnn.com/2001/US/03/31/school.shooting/,,,2,30/03/2001,Spring,Lew Wallace High School,Gary,IN,High,Parking Lot,Outside on School Property,No,School Start,08:15:00,Ongoing fight relating to both bullying and gangs,"Shooter had been beat up by victim multiple times resulting in the shooter dropping out of school because of fear of the victim. Victim was involved with gang activity. Victim approached the shooter in the school parking lot and shooter fired handgun killing victim then fled the scene. The shooter was small for 17 YOM (5'7"", 130 lbs). Shooter had no history of violence or disciplinary issues.",Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,Yes,No,1,
20010117MDLAB,http://articles.baltimoresun.com/2001-01-19/news/0101190243_1_sanders-inside-the-school-school-shooting,,,2,17/01/2001,Winter,Lake Clifton Eastern High School,Baltimore,MD,High,Front of School,Outside on School Property,Yes,Before School,08:45:00,Shooting stemmed from a fight that occurred a month prior,Suspect and another man approached victim as victim was walking into school. Victim shot three times - suspects fled the scene - cause of shooting was deemed to be retaliation for previous altercation a month prior. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3,
20001101TXNEC,https://www.deseretnews.com/article/791173/Student-takes-class-hostage.html,,,2,01/11/2000,Fall,Newman Smith High School,Carrollton,TX,High,Classroom,Inside School Building,Yes,Morning Classes,08:15:00,Held 19 students and teacher hostage for 30 minutes,15YOM student held class hostage with 9mm handgun for 30 minutes before being subdued by police. Shooter was upset after being scolded by teacher and pulled gun out of backpack.,Hostage/Standoff,,No,Yes,Yes,No,No,No,No,No,0,Yes
20000323OHMCL,https://www.cbsnews.com/news/boy-charged-in-school-gun-scare/,,,2,23/03/2000,Spring,McKinley Elementary School,Lisbon,OH,Elementary,Classroom,Inside School Building,Yes,Morning Classes,08:45:00,"Took class hostage, wanted to go to jail to be with mother",13YOM pointed loaded handgun at teachers and students in classroom and told them to get on the floor. Held them hostage for 5 minutes before surrendering. Shooter's mother was in jail and he wanted to be with her. Gun was locked at home but shooter found the key.,Hostage/Standoff,,No,Yes,No,No,,No,No,No,0,Yes
20000126CAALM,"Fresno Bee - Dirty Looks Apparently Spark Shooting at Merced School, 13-Year-Old Boy Shot Twice at an Older Teen and Missed; https://www.columbine-angels.com/School_Violence_1999-2000.htm ",,Local,1,26/01/2000,Winter,Alicia Reyes Elementary School,Merced,CA,Elementary,Parking Lot,Outside on School Property,Yes,School Start,08:34:00,Ongoing dispute that escalated,13 year old student fired 5 shots at a 17 year old student inside a vehicle in the school parking lot. None of the shots struck anyone. Reported to be Ongoing dispute between students. Shooter immediately fled the scene and was arrested later.,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,No,No,5,
19991117TXDID,https://www.newspapers.com/image/13325920/?terms=Dickinson%2BHigh%2BSchool%2Bshooting,,,2,17/11/1999,Fall,Dickinson High School,Dickinson,TX,High,Bathroom,Inside School Building,Yes,Before School,08:00:00,"Showing off gun in bathroom, accidental discharge",16YOM was showing off gun in bathroom. Accidental discharge struck a 15YOM in the head. 16YOM and other 14YOM fled the scene. Ditched the gun in a nearby apartment complex and returned to school. Arrested 2.5 hours later.,Accidental,Random Shooting,Yes,No,No,No,No,No,No,No,1,
19990909CASAS,https://www.sfgate.com/bayarea/article/San-Jose-Boy-16-Fatally-Shoots-Himself-at-High-2909269.php,,,2,09/09/1999,Fall,Santa Teresa High School,San Jose,CA,High,Bathroom,Inside School Building,Yes,Morning Classes,08:30:00,Shot self in school bathroom,Well liked student shot himself in the chest in the bathroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
19990520GAHEC,"https://www.wsbtv.com/news/local/rockdale-county/heritage-high-school-shooter-tj-solomon-being-released-from-prison/411839036/ https://www.washingtonpost.com/wp-srv/national/longterm/juvmurders/stories/conyers052199.htm

Exploring Layers: Extended Case Method as a Tool for Multilevel Analysis of School Violence. Mercer L. Sullivan Rutgers University. Sociological Methods and Research Vol 31. Number 2. 2002",,,5,20/05/1999,Spring,Heritage High School,Conyers,GA,High,Hallway,Inside School Building,Yes,Morning Classes,08:03:00,"Columbine inspired, depressed, told other students about desire to commit school shooting","Shooter used a .22 rifle to fire in a crowded common area of the school before classes started. Shooter was tackled by the principal and began crying. Shooter had been good student but his grades had dropped. Other students were worried about him. He was obsessed with Columbine and talked about wanting to shoot up the school. Weapons: .22-caliber rifle, .357-caliber",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,Yes,6,Yes
19990114NYHAN,https://www.nytimes.com/1999/01/15/nyregion/2-students-shot-outside-bronx-high-school.html,,,2,14/01/1999,Winter,Harry S. Truman High School,New York,NY,High,Front of School,Outside on School Property,Yes,Morning Classes,09:00:00,Retaliation for stabbing the prior day,18YOM and 16 YOM students were standing outside of the school when they were shot by an 16YOM who fled in a vehicle. Police said the shooting stemmed from a stabbing the prior day.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,
19980325MICOC,https://www.newspapers.com/image/207255319/?terms=coldwater%2Bhigh%2Bschool%2Bsuicide https://files.eric.ed.gov/fulltext/ED519244.pdf,,,2,25/03/1998,Spring,Coldwater High School,Coldwater,MI,High,Parking Lot,Outside on School Property,Yes,School Start,08:00:00,Commit suicide in car in parking lot,"18 year-old male pulled up to schools entrance in car, locked car doors, threw a note outside window, and shot himself. Other students witnessed the suicide. Student was well liked and had good grades.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
19980325CAFED,https://www.sfgate.com/news/article/Shot-Fired-At-Principal-In-Daly-City-Bullet-3011076.php https://www.sfgate.com/bayarea/article/Daly-City-Teen-Sentenced-for-Shooting-at-2975073.php,,,2,25/03/1998,Spring,Fernando Rivera Middle School,Daly City,CA,Middle,Courtyard,Outside on School Property,Yes,School Start,08:15:00,"Shot at principal, missed, ditched gun, and fled scene","13 year-old male student was angry about being sent home. The fired a shot (missed) at the principal in the school courtyard, threw the gun in a bush, and fled the area. Principal said the student had no major disciplinary issues.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,1,
19980225MIRER,https://cmuhistory.cmich.edu/?a=d&d=IsabellaCML19980227.1.2&,,,2,25/02/1998,Winter,Reed City High School,Reed City,MI,High,Hallway,Inside School Building,Yes,School Start,08:00:00,Commit suicide in school hallway,"14 year-old male student was standing around in the hallway joking around with friends. Reached into his locker and took out a rifle, then shot himself in the head. Rifle was hidden in a guitar case. Had told his classmates something big would happen that day.",Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,
19971107FLRIJ,https://www.questia.com/newspaper/1G1-57464504/two-students-shot-1-dead-teens-attacked-near-ribault,,,2,07/11/1997,Fall,Ribault High School,Jacksonville,FL,High,Beside Building,Outside on School Property,Yes,School Start,08:20:00,Two students chased and shot,18 year-old male student shot 17 year-old male student outside of school and then chased 14 year-old male into neighborhood where he fatally shot him in a residential area.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,4,
19970513FLNOM,https://www.newspapers.com/image/186768947/?terms=student%2Bshoots,,,2,13/05/1997,Spring,Northwestern High School,Miami,FL,High,Hallway,Inside School Building,Yes,Morning Classes,08:30:00,Shooter lost $20 to victim in poker game at school - shot him in fit of rage,"17 year-old male shooter and 14 year-old male victim were playing poker in stairwell of school - shooter lost $20 to victim. When victim refused to return the money, shooter shot victim in thigh. Shooter immediately left school to dispose of gun then returned. Eventually cooperated with police and led them to gun. ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,
19970219AKBEB,https://www.adn.com/alaska-news/2017/02/18/evan-ramseys-tattered-life-filled-him-with-rage-then-he-brought-a-shotgun-to-school/  https://www.adn.com/alaska-news/1997/02/20/student-kills-2-in-bethel-frightened-teens-flee-high-school/,,,2,19/02/1997,Winter,Bethel Regional High School,Bethel,AK,High,Entryway,Inside School Building,Yes,School Start,08:45:00,"Prolonged bullying, asked teachers for help",Snuck shotgun into the cafeteria of the school and fired at random students. Shooting did not go as a he planned so he started running. He was confronted by teachers who persuaded him to put the gun down. Shooter talked about planning a school shooting and told multiple students about it. Asked two others to help him learn how to fire a shotgun. Students gathered on the second floor balcony above the cafeteria because he told them that would be where the action was. Shooter left suicide note explaining he was angry and depressed. Girlfriend had recently broken up with him. Abused as a child. Father was in prison for shooting up a newspaper office when they wouldn't print his political rant. Pointed the gun at himself multiple times during the shooting. Bullied extensively.,Bullying,Random Shooting,,No,No,No,Yes,No,No,Yes,,Yes
19970206MSWIJ,https://www.newspapers.com/image/185722691/; https://www.newspapers.com/image/183851723/; https://www.newspapers.com/image/185818590/?terms=elliot%2Bcrosby,,,3,06/02/1997,Winter,Wingfield High School,Jackson,MS,High,Parking Lot,Off School Property,Yes,Before School,08:30:00,Escalation of argument,"Victim previously got into altercation with shooter over a stolen radio. On the day of the shooting, victim was walking toward school from the school parking lot across the street. At 8:30 AM the shooter - who was the passenger in a car - pulled up to where victim was walking and jumped out, then shooting the victim multiple times. The shooter then fled, but was later arrested and charged.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,2,No
19970127FLCOW,http://articles.sun-sentinel.com/1997-01-28/news/9701280066_1_school-day-conniston-middle-school-police https://www.sun-sentinel.com/news/florida/fl-reg-claims-bills-2018-story.html,,,2,27/01/1997,Winter,Conniston Middle School,West Palm Beach,FL,Middle,Front of School,Outside on School Property,Yes,Before School,08:40:00,"Shooter had a history of bullying victim, ongoing debt, fight over watch, shot victim before school started","Students claim the shooter had brought a gun onto school grounds before incident, however, teachers were not aware. Victim was wearing a watch that his mother had gotten him from India. There was a debt and an ongoing feud between the shooter and the victim. The shooter wanted the victim's watch as payment for the debt, a fight started, and the shooter killed the victim. Incident happened in the school just before classes started. Shooter fled the area and hid the gun under a portable classroom at the edge of campus.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,
19951102FLBLM,http://articles.baltimoresun.com/1995-11-03/news/1995307039_1_hijacker-school-bus-miami-beach-restaurant https://www.latimes.com/archives/la-xpm-1995-11-03-mn-64379-story.html https://www.spokesman.com/stories/1995/nov/03/man-killed-after-hijacking-bus-of-disabled/,,,2,02/11/1995,Fall,Blue Lake Elementary School (bus),Miami Beach,FL,Elementary,School Bus,School Bus,No,Before School,08:15:00,Hijacked a bus full of disabled students and held them hostage.,"42 year-old male was upset with the IRS over a large debt. He hijacked an elementary school bus with 13 disabled students and 3 adults and held them hostage. He forced the driver to drive 15 miles to a restaurant, where he worked as a waiter but quit the night prior (famous Joe's Stone Crabs). He was in communication with the police and told them he had a bomb on the bus. When hostage negotiations failed, the shooter was killed by police. One child was injured from shattered glass. Likely copycat of movie ""Speed"".",Hostage/Standoff,Random Shooting,No,Yes,Yes,No,No,No,No,No,,
19951012SCBLB,"https://www.upi.com/Archives/1995/10/14/Carolina-teacher-died-from-bullet/5588813643200/ https://apnews.com/cd6df5aa2f5c54b6a8a303ab064bf325 https://www.deseret.com/1995/10/13/19198588/student-shoots-teacher-then-turns-gun-on-himself

",,,2,12/10/1995,Fall,Blackville-Hilda High School,Blackville,SC,High,Classroom,Inside School Building,Yes,Morning Classes,08:40:00,"Anger of suspension, shot 2 teachers and himself.","16 year-old male had been suspended from school the previous day from indecent hand gestures on the back of the school bus. The next day the shooter entered the building with a .32 pistol and walked into a specific classroom and fired the gun at a teacher in the head, leaving him seriously wounded. He moved to the teachers workroom and shot a second teacher (who authorities believed had a heart attack but actually died from a gunshot to the back). He tried to enter the office but it was locked, where he then shot himself in the head. Shooter believes he was suspended because he was black and the white students wouldn't be getting the same discipline for making an obscene gesture. The previous school year the shooter had been expelled and readmitted the following year on a strict probation.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,Yes,No,No,No,,Yes
19950912TNCYM,"https://www.columbine-angels.com/School_Violence_1995-1996.htm

",,,1,12/09/1995,Fall,Cypress Junior High School,Memphis,TN,Junior High,Hallway,Inside School Building,Yes,Morning Classes,08:30:00,Shooter retaliated for previous assault by victim.,15 year-old male shooter had been jumped by victim and his friend that morning. Shooter shot and killed victim with .38 handgun.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,
19940908NYSWA,https://www.gazettetimes.com/news/local/a-history-of-violence/article_54ce32a6-d4e3-5d34-8aa6-09d9437a0439.html https://www.newspapers.com/image/200788100/?terms=Lebanon%2BUnion%2BHigh%2BSchool%2Bshooting,,,3,08/09/1994,Fall,Sweet Home High School,Albany,NY,High,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,Shot bully after being thrown into locker,14YOM shooter and 14YOM accomplice shot 16YOM bully in classroom and then fled the scene. Shooter had been bullied by target for extended period of time.,Bullying,Victims Targeted,Yes,No,No,No,Yes,No,No,No,1,
